employee_id,first_name,last_name,gender,department,hire_date,birth_date,salary,email,phone,employment_status
459,Niles,Toxell,Male,Kitchen,10/1/2015,3/23/2016,15548,ntoxellcq@github.io,149-711-7984,On Leave
460,Jamima,Huet,Female,HR,10/1/2016,11/20/2016,40312,jhuetcr@creativecommons.org,745-694-5251,On Leave
461,Terese,Breckin,Female,Security,9/7/2024,8/5/1987,20180,tbreckincs@bing.com,995-709-7183,Terminated
462,Debera,Bortolutti,Female,Finance,1/31/2018,5/10/2019,41109,dbortoluttict@tiny.cc,665-496-2951,Active
463,Diann,Tucker,Female,HR,9/28/2020,6/9/1989,12054,dtuckercu@cbc.ca,322-309-8326,On Leave
464,Elia,Demangeon,Male,Security,6/30/2023,12/20/2020,45557,edemangeoncv@ca.gov,875-425-7387,Terminated
465,Colby,Easterfield,Male,Finance,7/17/2021,7/21/1998,31377,ceasterfieldcw@goo.gl,720-439-8636,Active
466,Alain,Mully,Male,Front Office,5/1/2022,8/2/1985,46106,amullycx@wikimedia.org,716-901-7397,Terminated
467,Merline,Ecclesall,Female,Front Office,4/3/2023,8/29/1972,23751,mecclesallcy@meetup.com,849-306-7837,On Leave
468,Loydie,Tuckey,Male,HR,12/18/2023,2/18/1971,49629,ltuckeycz@g.co,483-405-2440,Terminated
469,Virgil,Gobeaux,Male,Security,2/7/2023,1/2/2008,29913,vgobeauxd0@kickstarter.com,421-363-8881,Terminated
470,Iosep,Mordacai,Male,Front Office,7/19/2020,10/11/2012,49611,imordacaid1@yandex.ru,450-100-3405,Active
471,Janessa,Porch,Female,,7/10/2025,9/22/1992,26847,,,On Leave
472,Marcella,Cadle,Female,Front Office,9/26/2023,5/10/2007,11642,mcadled3@scribd.com,795-687-8266,On Leave
473,Monique,MacGorrie,Female,HR,8/14/2023,3/18/1979,12855,mmacgorried4@tinyurl.com,766-680-1759,Terminated
474,Salvatore,Felipe,Male,,12/17/2023,4/20/2022,19707,sfeliped5@blogtalkradio.com,101-898-8688,Terminated
475,Auberon,Robroe,Male,Front Office,1/25/2023,5/14/1996,28800,arobroed6@ucoz.com,262-697-3534,Terminated
476,Yehudit,Iffe,Male,HR,12/27/2016,8/6/1993,30924,yiffed7@devhub.com,146-468-6346,Terminated
477,Jere,McSpirron,Male,Front Office,12/23/2022,12/30/2022,36583,,367-164-8288,On Leave
478,Crissy,Macartney,Female,Security,5/27/2023,1/11/2009,19753,cmacartneyd9@live.com,399-681-3446,Terminated
479,Jimmie,Ditty,Male,Front Office,9/23/2021,6/2/1995,42684,jdittyda@kickstarter.com,374-721-0282,On Leave
480,Ange,Mycock,Male,Kitchen,5/2/2017,6/7/1987,44560,amycockdb@cafepress.com,989-224-4126,Active
481,Nixie,Fasson,Female,Maintenance,9/28/2020,4/28/2007,28842,nfassondc@wunderground.com,443-748-0279,On Leave
482,Emelia,Mockett,Female,Kitchen,1/13/2023,10/23/2000,40392,emockettdd@cloudflare.com,355-930-8683,Active
483,Gearalt,Taylot,Male,Kitchen,4/22/2019,2/21/2022,20262,gtaylotde@reference.com,361-751-5869,Terminated
484,Angelique,Stithe,Female,Kitchen,5/31/2018,8/4/2001,43309,astithedf@netvibes.com,913-540-6547,On Leave
485,Jamima,Moiser,Female,Maintenance,12/21/2023,5/4/1997,18852,jmoiserdg@earthlink.net,450-825-5799,Active
486,Haily,Drake,Male,Finance,11/15/2017,6/18/2000,48167,hdrakedh@fc2.com,515-605-0549,Terminated
487,Saw,Shakesbye,Male,Front Office,6/8/2018,12/23/2001,27785,sshakesbyedi@dell.com,222-987-9568,Active
488,Minna,Sutherden,Female,Finance,6/26/2021,9/16/2009,16649,msutherdendj@topsy.com,718-846-8581,Terminated
489,Ophelie,Eldritt,Female,Security,5/9/2017,6/25/2022,35488,oeldrittdk@e-recht24.de,582-501-3750,On Leave
490,Annamaria,Torald,Female,Kitchen,9/21/2020,2/8/1985,46768,atoralddl@wikia.com,910-788-8980,Terminated
491,Genia,Simonel,Female,Kitchen,1/23/2022,2/15/1990,34747,gsimoneldm@vistaprint.com,173-798-5154,Terminated
492,Katey,Hufton,Female,,8/1/2021,9/21/2007,11843,khuftondn@skyrock.com,366-840-4162,Terminated
493,Beryl,Keppin,Female,Housekeeping,4/27/2018,1/19/1983,29262,bkeppindo@marriott.com,887-364-5001,Active
494,Emlynne,Peasby,Female,Security,12/27/2018,4/18/2006,14977,epeasbydp@washingtonpost.com,484-431-1802,Active
495,Skipper,McGeouch,Male,Front Office,4/7/2016,7/21/1988,42776,smcgeouchdq@guardian.co.uk,729-511-6666,On Leave
496,Ronny,Bibby,Male,Kitchen,1/29/2016,1/20/2012,38687,rbibbydr@mtv.com,284-798-1653,Terminated
497,Neron,Tankard,Male,Front Office,6/21/2022,6/17/2001,17984,ntankardds@photobucket.com,965-191-2946,Active
498,Sully,Brotherick,Male,Kitchen,1/31/2016,2/2/1978,42638,sbrotherickdt@ycombinator.com,399-957-2613,Active
499,Marmaduke,MacKaig,Male,Kitchen,4/2/2017,12/1/1975,40752,mmackaigdu@live.com,861-165-9343,On Leave
500,Michaela,Andrelli,Female,Front Office,5/1/2023,12/21/2012,30578,mandrellidv@ow.ly,132-107-6932,On Leave
